Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
PhysX.ScScene.registerContactManagers,0.0007,0.0004,0.0078,1024,889,1008,4,4,0.0187000004225411,0.00116875,0.0005,0.0009,16,1,1,1,16,852,0.0004,0.0078,889,1008,0
UnityEditor.dll!UnityEditor::EditorGUIUtility.get_skinIndex(),0.0007,0.0004,0.0278,1068,869,883,7,7,0.321000004070811,0.001073579,0.0006,0.001,299,1,1,1,299,852,0.0004,0.0278,869,883,0.0006
UnityEngine.CoreModule.dll!UnityEngine::Vector3.op_Inequality(),0.0007,0.0005,0.0085,1123,929,961,5,5,0.264600003603846,0.0008849499,0.0007,0.0009,299,1,1,1,299,852,0.0005,0.0085,929,961,0.0006
EarlyUpdate.XRUpdate,0.0007,0.0005,0.0064,1128,919,1119,2,2,0.280800003150944,0.0009391304,0.0006,0.001,299,1,1,1,299,852,0.0005,0.0064,919,1119,0.0011
Terrain.Trees.OnWillRender,0.0006,0.0003,0.0088,876,1024,1043,7,7,0.195400007942226,0.0006535117,0.0005,0.0007,598,2,2,2,299,852,0,0.0086,858,1043,0.0006
Gfx.WaitForPresentOnGfxThread,0.0006,0.0003,0.004,903,1124,990,2,2,0.218200005940162,0.0007297659,0.0005,0.0008,299,1,1,1,299,852,0.0003,0.004,1124,990,0.0005
RenderTexture.ResolveAA,0.0006,0.0004,0.0131,922,877,1029,5,5,0.198100006033201,0.0006625418,0.0005,0.0007,299,1,1,1,299,852,0.0004,0.0131,877,1029,0.0007
PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.0006,0.0003,0.0075,925,1030,865,2,2,0.216400005738251,0.0007237458,0.0005,0.0008,299,1,1,1,299,852,0.0003,0.0075,1030,865,0.0024
PreLateUpdate.DirectorDeferredEvaluate,0.0006,0.0003,0.0059,943,919,1084,2,2,0.23730000591604,0.0007936455,0.0005,0.0009,299,1,1,1,299,852,0.0003,0.0059,919,1084,0.0005
suspendPointHook.Invoke,0.0006,0.0004,0.0053,947,901,1095,6,6,0.231400005402975,0.0007739131,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0053,901,1095,0.0006
UnityEngine.IMGUIModule.dll!UnityEngine::Event.set_displayIndex(),0.0006,0.0003,0.0029,956,1024,1111,4,4,0.184900005289819,0.0006183946,0.0005,0.0007,299,1,1,1,299,852,0.0003,0.0029,1024,1111,0.0005
mscorlib.dll!System.Threading::Thread.GetExecutionContextReader(),0.0006,0.0004,0.0036,979,856,924,5,5,0.21060000511352,0.0007043479,0.0005,0.0007,299,1,1,1,299,852,0.0004,0.0036,856,924,0.0006
Physics2D.SyncTransformChanges,0.0006,0.0004,0.0018,982,1048,960,4,4,0.066900001897011,0.000696875,0.0005,0.0008,97,1,1,2,96,852,0.0004,0.0018,899,960,0
mscorlib.dll!System.Collections.Generic::Dictionary`2.GetEnumerator(),0.0006,0.0004,0.06519999,1015,1123,906,5,5,0.252999999385793,0.0008461538,0.0005,0.0007,299,1,1,1,299,852,0.0004,0.06519999,1123,906,0.0006
AddCustomActiveLocalLights,0.0006,0.0004,0.0277,1044,974,899,6,6,0.226200005970895,0.0007565218,0.0006,0.0007,299,1,1,1,299,852,0.0004,0.0277,974,899,0.0006
PostLateUpdate.SortingGroupsUpdate,0.0006,0.0004,0.0406,1048,887,1132,2,2,0.284800003108103,0.0009525084,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0406,887,1132,0.0024
Physics2D.InterpolatePoses,0.0006,0.0001,0.0052,1053,859,891,3,3,0.217900002957322,0.0007287625,0.0002,0.0009,299,1,1,1,299,852,0.0001,0.0052,859,891,0.0008
EarlyUpdate.ClearIntermediateRenderers,0.0006,0.0003,0.011,1058,1097,1064,2,2,0.242600004537962,0.0008113713,0.0005,0.0008,299,1,1,1,299,852,0.0003,0.011,1097,1064,0.0005
EarlyUpdate.UpdateStreamingManager,0.0006,0.0004,0.0091,1060,860,1119,2,2,0.248300005332567,0.0008304348,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0091,860,1119,0.0005
UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.GetRenderFrameInterval(),0.0006,0.0004,0.0034,1086,1121,855,2,2,0.217000005359296,0.0007257525,0.0006,0.0008,299,1,1,1,299,852,0.0004,0.0034,1121,855,0.0005
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_targetTexture(),0.0006,0.0004,0.0037,1086,856,960,5,5,0.240300005418248,0.0008036789,0.0005,0.0009,299,1,1,1,299,852,0.0004,0.0037,856,960,0.0005
PostLateUpdate.UpdateVideoTextures,0.0006,0.0004,0.0141,1092,859,960,2,2,0.254700005287305,0.0008518395,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0141,859,960,0.0021
PostLateUpdate.UpdateRectTransform,0.0006,0.0002,0.047,1097,1056,1112,2,2,0.298200003860984,0.0009973245,0.0005,0.0009,299,1,1,1,299,852,0.0002,0.047,1056,1112,0.0032
UIEvents.CanvasManagerEmitOffScreenGeometry,0.0006,0.0003,0.0126,1131,901,990,2,2,0.28070000524167,0.000938796,0.0005,0.001,299,1,1,1,299,852,0.0003,0.0126,901,990,0.0006
UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.get_currentPipeline(),0.0006,0.0004,0.0299,1137,871,976,3,3,0.267400008160621,0.0008943144,0.0005,0.0009,897,3,3,3,299,852,0.0001,0.0297,852,976,0.0005
PostLateUpdate.UpdateResolution,0.0006,0.0003,0.0189,1147,874,1132,2,2,0.268500004254747,0.0008979933,0.0005,0.0009,299,1,1,1,299,852,0.0003,0.0189,874,1132,0.0022
UnityEngine.IMGUIModule.dll!UnityEngine::GUIStyle.SetDefaultFont(),0.0006,0.0004,0.0047,1148,909,940,5,5,0.241100005281623,0.0008063545,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0047,909,940,0.0004
SoundManager.Update,0.0005,0.0003,0.004,880,853,1002,3,3,0.184000005188864,0.0006153846,0.0004,0.0007,299,1,1,1,299,852,0.0003,0.004,853,1002,0.0004
EnlightenRuntimeManager.AddCustomLights,0.0005,0.0002,0.0029,887,919,1123,6,6,0.155300005804747,0.000519398,0.0004,0.0006,299,1,1,1,299,852,0.0002,0.0029,919,1123,0.0004
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_mousePosition_Injected(),0.0005,0.0003,0.0046,912,853,913,6,6,0.197900005674455,0.0006618729,0.0004,0.0007,299,1,1,1,299,852,0.0003,0.0046,853,913,0.0004
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_targetDisplay(),0.0005,0.0003,0.0026,933,862,1115,5,5,0.173900005524047,0.0005816054,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.0026,862,1115,0.0005
UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::ScriptableRuntimeReflectionSystemWrapper.get_implementation(),0.0005,0.0002,0.0888,958,979,1137,3,3,0.276100006187335,0.0009234114,0.0004,0.0007,598,2,2,2,299,852,0,0.0885,855,1137,0.0006
Physics.SyncRigidbodyTransform,0.0005,0.0003,0.0041,970,859,1087,3,3,0.0710000013932586,0.0007395833,0.0004,0.0007,97,1,1,2,96,852,0.0001,0.0041,899,1087,0
LightProbeProxyVolumeManager.Update,0.0005,0.0002,0.0018,977,943,1132,3,3,0.168500006664544,0.0005635452,0.0004,0.0006,598,2,2,2,299,852,0.0001,0.0015,857,933,0.0005
PhysX.ScScene.registerSceneInteractions,0.0005,0.0001,0.0045,996,871,976,4,4,0.0316000003367662,0.001215385,0.0003,0.002,27,1,1,2,26,852,0.0001,0.0045,871,976,0
PostLateUpdate.GUIClearEvents,0.0005,0.0002,0.0124,1008,1060,1016,2,2,0.210500004759524,0.0007040134,0.0004,0.0007,299,1,1,1,299,852,0.0002,0.0124,1060,1016,0.002
mscorlib.dll!System.Collections.Generic::KeyValuePair`2.get_Value(),0.0005,0.0002,0.0008,1012,975,1040,4,4,0.149500007100869,0.0005,0.0004,0.0006,1794,6,6,6,299,852,0,0.0002,852,855,0.0004
RenderForwardAlpha.Prepare,0.0005,0.0003,0.0038,1031,930,986,5,5,0.172200005617924,0.0005759198,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.0038,930,986,0.0004
PostLateUpdate.DirectorRenderImage,0.0005,0.0004,0.0048,1051,856,983,2,2,0.199000005028211,0.0006655519,0.0005,0.0007,299,1,1,1,299,852,0.0004,0.0048,856,983,0.0005
EarlyUpdate.AnalyticsCoreStatsUpdate,0.0005,0.0003,0.0063,1056,852,1095,2,2,0.197700005432125,0.000661204,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.0063,852,1095,0.0006
mscorlib.dll!System.Collections.Generic::KeyValuePair`2..ctor(),0.0005,0.0002,0.0009,1077,979,986,5,5,0.155800007400103,0.0005210703,0.0004,0.0006,1794,6,6,6,299,852,0,0.0003,853,986,0.0003
PreLateUpdate.LegacyAnimationUpdate,0.0005,0.0002,0.0094,1091,874,1007,2,2,0.250600004917942,0.0008381271,0.0004,0.0009,299,1,1,1,299,852,0.0002,0.0094,874,1007,0.0056
GlobalEventQueue,0.0005,0.0003,0.0062,1108,993,860,3,3,0.210000006016344,0.0007023411,0.0005,0.0007,299,1,1,1,299,852,0.0003,0.0062,993,860,0.0005
PhysX.ScScene.processLostSolverPatchesTask,0.0005,0.0003,0.0061,1116,982,950,4,4,0.0374000006122515,0.0007632653,0.0004,0.0007,50,1,1,2,49,852,0.0002,0.0061,899,950,0
EarlyUpdate.RendererNotifyInvisible,0.0005,0.0003,0.0046,1125,1124,1045,2,2,0.218000006803777,0.000729097,0.0005,0.0007,299,1,1,1,299,852,0.0003,0.0046,1124,1045,0.0005
mscorlib.dll!::Enumerator.get_Current(),0.0005,0.0003,0.0008,1135,852,873,4,4,0.161800007685088,0.0005411371,0.0005,0.0006,1794,6,6,6,299,852,0,0.0002,852,853,0.0004
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_active(),0.0004,0.0001,0.0017,860,924,1116,5,5,0.112300004984718,0.0003755853,0.0003,0.0004,598,2,2,2,299,852,0,0.0016,864,1116,0.0003
PostLateUpdate.ShaderHandleErrors,0.0004,0.0001,0.0031,900,876,1132,2,2,0.154900003632065,0.0005180602,0.0003,0.0006,299,1,1,1,299,852,0.0001,0.0031,876,1132,0.0011
RenderTexture.SetActive,0.0004,0,0.0008,904,1117,994,3,7,0.111800005310215,0.0003739131,0.0003,0.0005,2691,9,9,9,299,852,0,0.0002,852,868,0.0003
mscorlib.dll!System.Threading::Monitor.Exit(),0.0004,0.0002,0.0014,937,861,1118,5,5,0.115400005306583,0.0003859532,0.0003,0.0004,598,2,2,2,299,852,0.0001,0.0011,852,1118,0.0003
mscorlib.dll!System.Threading::Thread.get_CurrentThread(),0.0004,0.0001,0.0518,942,876,918,5,5,0.197000002022833,0.0006588629,0.0003,0.0005,299,1,1,1,299,852,0.0001,0.0518,876,918,0.0004
EarlyUpdate.ResetFrameStatsAfterPresent,0.0004,0.0002,0.003,949,856,877,2,2,0.144400005345233,0.0004829432,0.0003,0.0005,299,1,1,1,299,852,0.0002,0.003,856,877,0.0003
UnityEngine.IMGUIModule.dll!UnityEngine::Event.Internal_SetNativeEvent(),0.0004,0.0002,0.0018,977,1031,1129,4,4,0.121600005484652,0.000406689,0.0003,0.0004,299,1,1,1,299,852,0.0002,0.0018,1031,1129,0.0003
Physics2D.SyncRigidbodyTransformChanges,0.0004,0.0002,0.0012,982,909,960,5,5,0.0431000014650635,0.0004489583,0.0003,0.0005,97,1,1,2,96,852,0.0002,0.0012,909,960,0
PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.0004,0.0003,0.0029,982,854,983,2,2,0.141600004921202,0.0004735786,0.0003,0.0005,299,1,1,1,299,852,0.0003,0.0029,854,983,0.0006
FixedUpdate.LegacyFixedAnimationUpdate,0.0004,0.0002,0.0045,992,896,1087,2,2,0.0484000013093464,0.0005041667,0.0003,0.0005,97,1,1,2,96,852,0.0002,0.0045,896,1087,0
EarlyUpdate.UpdateAsyncReadbackManager,0.0004,0.0002,0.002,999,936,1119,2,2,0.146300004853401,0.0004892977,0.0003,0.0005,299,1,1,1,299,852,0.0002,0.002,936,1119,0.0005
Profiler.CollectUICanvasStats,0.0004,0.0002,0.0066,999,901,1073,3,3,0.144700004544575,0.0004839465,0.0003,0.0005,299,1,1,1,299,852,0.0002,0.0066,901,1073,0.0006
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate(),0.0004,0.0001,0.0022,1010,942,980,3,3,0.138200006040279,0.0004622074,0.0003,0.0005,695,2,2,4,299,852,0,0.0019,942,980,0.0002
EarlyUpdate.ClearLines,0.0004,0.0002,0.0098,1032,904,1064,2,2,0.159600004844833,0.0005337793,0.0004,0.0005,299,1,1,1,299,852,0.0002,0.0098,904,1064,0.0004
UnityEngine.CoreModule.dll!UnityEngine::Display.RelativeMouseAtImpl(),0.0004,0.0003,0.0724,1033,855,854,6,6,0.221300008881371,0.0007401338,0.0004,0.0005,299,1,1,1,299,852,0.0003,0.0724,855,854,0.0003
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate(),0.0004,0.0002,0.0056,1047,894,1021,3,3,0.151600005861837,0.0005070234,0.0003,0.0005,695,2,2,4,299,852,0,0.0051,1138,1021,0.0003
Update.ScriptRunDelayedDynamicFrameRate,0.0004,0.0003,0.0022,1053,852,1074,2,2,0.141500005614944,0.0004732442,0.0004,0.0005,299,1,1,1,299,852,0.0003,0.0022,852,1074,0.0004
Animators.FireAnimationEventsAndBehaviours,0.0004,0.0001,0.014,1081,852,911,5,5,0.197000004409347,0.0006588629,0.0003,0.0007,299,1,1,1,299,852,0.0001,0.014,852,911,0.0027
PrepareSceneNodesSetUp,0.0004,0.0004,0.0017,1082,1082,939,7,7,0.00210000004153699,0.00105,0.0004,0.0004,6,1,1,5,2,939,0,0.0017,1082,939,0
PostLateUpdate.InputEndFrame,0.0004,0.0002,0.009699999,1103,878,963,2,2,0.18290000379784,0.0006117057,0.0003,0.0007,299,1,1,1,299,852,0.0002,0.009699999,878,963,0.0014
PreLateUpdate.AIUpdatePostScript,0.0004,0.0003,0.007,1105,862,914,2,2,0.177900004899129,0.0005949833,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.007,862,914,0.0005
ConstraintManager::Update,0.0004,0.0003,0.0062,1134,862,853,3,3,0.203900004678871,0.0006819398,0.0004,0.0007,299,1,1,1,299,852,0.0003,0.0062,862,853,0.0006
Profiler.CollectGIStats,0.0004,0.0003,0.0037,1134,855,1063,3,3,0.172100005205721,0.0005755853,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.0037,855,1063,0.0004
PostLateUpdate.DirectorLateUpdate,0.0004,0.0003,0.0027,1135,876,865,2,2,0.160800005483907,0.0005377927,0.0004,0.0006,299,1,1,1,299,852,0.0003,0.0027,876,865,0.0004
JobAlloc.Grow,0.0004,0.0002,0.0018,1140,867,1102,4,11,0.0859000034397468,0.0004772222,0.0004,0.0005,180,1,1,1,180,852,0.0002,0.0018,867,1102,0.0004
EarlyUpdate.UpdateTextureStreamingManager,0.0004,0.0002,0.0105,1144,1135,1057,2,2,0.180400005134288,0.0006033445,0.0004,0.0006,299,1,1,1,299,852,0.0002,0.0105,1135,1057,0.0004
EarlyUpdate.GpuTimestamp,0.0003,0.0001,0.0026,859,852,1139,2,2,0.100600004137959,0.0003364549,0.0002,0.0004,299,1,1,1,299,852,0.0001,0.0026,852,1139,0.0002
Physics.ExecuteDeferredTriggerErase,0.0003,0.0001,0.0012,887,881,893,4,4,0.0316000012098812,0.0003291667,0.0002,0.0004,97,1,1,2,96,852,0.0001,0.0012,881,893,0
UnityEngine.CoreModule.dll!UnityEngine::Vector3.op_Equality(),0.0003,0.0001,0.008,895,868,961,6,6,0.096400004287716,0.000322408,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.008,868,961,0.0002
SkinnedMeshOncePerFrameUpdate,0.0003,0.0001,0.0014,918,862,939,4,4,0.0970000039669685,0.0003244147,0.0002,0.0003,598,2,2,2,299,852,0,0.0013,852,853,0.0003
FixedUpdate.DirectorFixedSampleTime,0.0003,0.0002,0.002,921,859,1087,2,2,0.0322000014130026,0.0003354167,0.0002,0.0003,97,1,1,2,96,852,0.0002,0.002,859,1087,0
EarlyUpdate.PerformanceAnalyticsUpdate,0.0003,0.0001,0.0044,941,906,887,2,2,0.107700004125945,0.0003602007,0.0002,0.0004,299,1,1,1,299,852,0.0001,0.0044,906,887,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Vector3.get_zero(),0.0003,0.0001,0.0019,941,869,1027,5,5,0.0953000038862228,0.0003187291,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0019,869,1027,0.0001
PhysX.ScScene.processNPLostTouchEvents,0.0003,0.0001,0.0052,944,896,970,4,4,0.0388000001548789,0.0009463415,0.0002,0.0004,41,1,1,1,41,889,0.0001,0.0052,896,970,0
PhysX.ScScene.lostTouchReports,0.0003,0.0001,0.0047,956,896,887,4,4,0.0179000003845431,0.0004589744,0.0002,0.0004,39,1,1,1,39,855,0.0001,0.0047,896,887,0
Physics.JointBreaks,0.0003,0.0002,0.0018,985,852,924,4,4,0.0385000014211982,0.0004010417,0.0002,0.0004,97,1,1,2,96,852,0.0001,0.0018,899,924,0
EarlyUpdate.PollPlayerConnection,0.0003,0.0001,0.002,992,856,987,2,2,0.109100004017819,0.000364883,0.0002,0.0004,299,1,1,1,299,852,0.0001,0.002,856,987,0.0002
NavMeshManager,0.0003,0.0001,0.0062,1001,864,914,3,3,0.127700004202779,0.0004270903,0.0002,0.0004,299,1,1,1,299,852,0.0001,0.0062,864,914,0.0004
FindLocalShadowCastingLights,0.0003,0.0002,0.0004,1006,946,895,8,8,0.00470000022323802,0.0003133334,0.0003,0.0003,15,1,1,1,15,875,0.0002,0.0004,946,895,0
PhysX.PostThirdPassTask,0.0003,0.0001,0.0052,1018,1093,947,4,4,0.0666000004275702,0.001074194,0.0002,0.0006,63,1,1,2,62,852,0.0001,0.0052,899,947,0
PhysX.ScScene.registerInteractions,0.0003,0.0001,0.0074,1024,1065,1041,4,4,0.0240999999223277,0.001338889,0.0002,0.0005,18,1,1,1,18,852,0.0001,0.0074,1065,1041,0
mscorlib.dll!::Enumerator..ctor(),0.0003,0.0002,0.0008,1036,855,1137,4,6,0.0947000044980086,0.0003167224,0.0003,0.0004,598,2,2,2,299,852,0.0001,0.0006,852,1025,0.0002
Particles.Sync,0.0003,0.0001,0.0013,1053,927,899,3,3,0.10070000460837,0.0003367893,0.0002,0.0004,598,2,2,2,299,852,0,0.0012,852,899,0.0002
FindDirectionalShadowCastingLights,0.0003,0.0001,0.0025,1063,972,1123,6,6,0.108400004392024,0.0003625418,0.0003,0.0004,299,1,1,1,299,852,0.0001,0.0025,972,1123,0.0002
Render.MotionVectors,0.0003,0.0002,0.0017,1069,862,1110,4,4,0.100700004433747,0.0003367893,0.0003,0.0004,299,1,1,1,299,852,0.0002,0.0017,862,1110,0.0003
PostLateUpdate.ParticleSystemEndUpdateAll,0.0003,0.0001,0.0483,1098,943,976,2,2,0.181100002373569,0.0006056856,0.0003,0.0005,299,1,1,1,299,852,0.0001,0.0483,943,976,0.0007
EarlyUpdate.SpriteAtlasManagerUpdate,0.0003,0.0002,0.0024,1102,856,883,2,2,0.131100004480686,0.0004384615,0.0003,0.0004,299,1,1,1,299,852,0.0002,0.0024,856,883,0.0003
FrameEvents.XREndFrame,0.0003,0.0002,0.0011,1107,860,888,3,3,0.106200004811399,0.000355184,0.0003,0.0004,299,1,1,1,299,852,0.0002,0.0011,860,888,0.0002
CombineJobResults,0.0003,0.0001,0.0034,1110,855,927,5,7,0.103400004620198,0.0003458194,0.0003,0.0004,550,2,1,2,299,852,0,0.0031,880,927,0.0002
mscorlib.dll!System.Collections.Generic::List`1.get_Count(),0.0003,0.0002,0.0022,1113,862,981,5,7,0.111000005155802,0.0003712375,0.0003,0.0004,897,3,3,3,299,852,0,0.002,862,981,0.0008
ComputeNeedsPerObjectLights,0.0003,0.0002,0.0021,1115,870,1070,5,5,0.113600004755426,0.0003799331,0.0003,0.0004,299,1,1,1,299,852,0.0002,0.0021,870,1070,0.0003
Update Lights,0.0003,0.0002,0.0016,1117,859,916,3,3,0.112700005120132,0.0003769231,0.0003,0.0004,598,2,2,2,299,852,0.0001,0.0015,852,994,0.0007
mscorlib.dll!System.Collections.Generic::List`1.Clear(),0.0003,0.0002,0.0017,1131,865,987,4,5,0.105300004943274,0.0003521739,0.0003,0.0004,598,2,2,2,299,852,0.0001,0.0015,852,987,0.0003
UnityEngine.AIModule.dll!UnityEngine.AI::NavMesh.Internal_CallOnNavMeshPreUpdate(),0.0003,0.0001,0.0037,1143,1072,874,3,3,0.134700004244223,0.0004505017,0.0003,0.0005,299,1,1,1,299,852,0.0001,0.0037,1072,874,0.0002
ScheduleCullingGroups,0.0002,0,0.0008,871,919,883,4,4,0.0521000024746172,0.0001742475,0.0001,0.0002,299,1,1,1,299,852,0,0.0008,919,883,0.0001
UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.get_renderFrameInterval(),0.0002,0.0001,0.0003,877,853,884,3,3,0.0468000022228807,0.0001565218,0.0001,0.0002,299,1,1,1,299,852,0.0001,0.0003,853,884,0.0002
SortingGroupManager.Update,0.0002,0,0.0385,895,930,1132,3,3,0.103500002704095,0.0003461539,0.0001,0.0002,299,1,1,1,299,852,0,0.0385,930,1132,0.0008
FixedUpdate.XRFixedUpdate,0.0002,0.0001,0.0008,963,859,1087,2,2,0.0211000009439886,0.0002197917,0.0001,0.0002,97,1,1,2,96,852,0.0001,0.0008,859,1087,0
Physics.TriggerStays,0.0002,0.0001,0.0007,970,855,884,4,4,0.022100000991486,0.0002302083,0.0001,0.0003,97,1,1,2,96,852,0,0.0007,899,884,0
Physics.TriggerEnterExits,0.0002,0.0001,0.0009,998,855,960,4,4,0.0227000010199845,0.0002364583,0.0002,0.0003,97,1,1,2,96,852,0.0001,0.0009,855,960,0
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPreRender(),0.0002,0.0001,0.0004,1005,853,952,3,3,0.0621000029495917,0.0002076923,0.0002,0.0002,299,1,1,1,299,852,0.0001,0.0004,853,952,0.0002
UIEvents.UpdateCanvasRectTransform,0.0002,0,0.0036,1010,878,1100,3,3,0.0905000025522895,0.0003026756,0.0001,0.0003,299,1,1,1,299,852,0,0.0036,878,1100,0.0009
PhysX.ScScene.processNpLostTouchTask,0.0002,0.0001,0.0038,1021,871,944,4,4,0.0290000003878959,0.00090625,0.0001,0.0018,32,1,1,1,32,855,0.0001,0.0038,871,944,0
SoundManager.UpdateChannels,0.0002,0,0.0012,1027,1061,972,4,4,0.0740000032237731,0.0002474916,0.0001,0.0003,299,1,1,1,299,852,0,0.0012,1061,972,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPreCull(),0.0002,0.0001,0.0009,1045,868,958,4,4,0.0700000031501986,0.0002341137,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0009,868,958,0.0002
PhysX.ScScene.unblockNarrowPhase,0.0002,0.0001,0.0021,1068,868,881,4,4,0.0112000002409332,0.00032,0.0002,0.0003,35,1,1,1,35,852,0.0001,0.0021,868,881,0
UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases(),0.0002,0,0.0038,1068,1082,1067,5,5,0.089100003009662,0.0002979933,0.0002,0.0003,299,1,1,1,299,852,0,0.0038,1082,1067,0.0038
AddDirectionalLights,0.0002,0.0001,0.0012,1069,887,1123,6,6,0.0770000033662654,0.0002575251,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0012,887,1123,0.0002
PhysX.ScScene.updateSimulationController,0.0002,0.0001,0.0012,1077,973,1129,4,4,0.00760000036098063,0.0002714286,0.0002,0.0003,28,1,1,1,28,865,0.0001,0.0012,973,1129,0
PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0.0002,0.0001,0.0009,1088,912,858,2,2,0.07820000348147,0.0002615385,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0009,912,858,0.0003
mscorlib.dll!System::IntPtr.ToPointer(),0.0002,0.0001,0.0005,1089,890,881,4,4,0.0732000034768134,0.0002448161,0.0002,0.0003,695,2,2,4,299,852,0,0.0002,859,854,0.0002
Transform.GetScene,0.0002,0.0001,0.0074,1104,865,1016,6,7,0.0842000036500394,0.0002816054,0.0002,0.0003,598,2,2,2,299,852,0,0.0073,854,1016,0.0002
PhysX.ScScene.unregisterInteractions,0.0002,0.0001,0.0008,1109,905,967,4,4,0.0116000005509704,0.0002761905,0.0002,0.0003,42,1,1,1,42,855,0.0001,0.0008,905,967,0
Preload Single Step,0.0002,0.0001,0.0075,1113,896,881,6,6,0.130900003772695,0.0004377927,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0075,896,881,0.0002
Physics.UpdateCloth,0.0002,0.0001,0.0019,1121,856,1147,3,3,0.0916000040015206,0.0003063545,0.0002,0.0003,598,2,2,2,299,852,0,0.0017,856,1147,0.0008
Send messages,0.0002,0,0.0025,1128,1079,1027,4,4,0.0930000036605634,0.0003110368,0.0002,0.0003,299,1,1,1,299,852,0,0.0025,1079,1027,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPostRender(),0.0002,0.0001,0.0014,1128,863,1103,4,4,0.0795000035432167,0.0002658863,0.0002,0.0003,299,1,1,1,299,852,0.0001,0.0014,863,1103,0.0002
Physics.UpdateVehicles,0.0002,0.0002,0.0026,1137,855,1126,3,3,0.033500001183711,0.0003489583,0.0002,0.0003,97,1,1,2,96,852,0.0001,0.0026,899,1126,0
ConstraintManager::Update::JobSetup,0.0001,0,0.0018,871,852,910,4,4,0.02330000087386,7.792642E-05,0,0.0001,299,1,1,1,299,852,0,0.0018,852,910,0
UIEvents.AlignCanvasRectTransformWithCamera,0.0001,0,0.0004,874,853,860,3,3,0.0173000008217059,5.785954E-05,0,0.0001,299,1,1,1,299,852,0,0.0004,853,860,0
PostLateUpdate.UpdateCaptureScreenshot,0.0001,0,0.0001,876,852,853,2,2,0.0166000007884577,5.55184E-05,0,0.0001,299,1,1,1,299,852,0,0.0001,852,853,0.0001
Physics.Contacts,0.0001,0,0.0006,889,855,1071,4,4,0.00650000030873343,6.770834E-05,0,0.0001,97,1,1,2,96,852,0,0.0006,855,1071,0
CullingGroupSendEvents,0.0001,0,0.0002,895,854,933,4,4,0.0179000008502044,5.986622E-05,0,0.0001,299,1,1,1,299,852,0,0.0002,854,933,0
FindShadowCastingLights,0.0001,0,0.0005,931,852,964,7,9,0.024700001173187,8.26087E-05,0,0.0001,314,1,1,2,299,852,0,0.0005,852,964,0.0001
PostLateUpdate.ResetInputAxis,0.0001,0,0.0016,981,859,1053,2,2,0.0305000014486723,0.0001020067,0.0001,0.0001,299,1,1,1,299,852,0,0.0016,859,1053,0
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_enlighten(),0.0001,0,0.0002,991,864,863,5,5,0.0282000013394281,9.431438E-05,0.0001,0.0001,299,1,1,1,299,852,0,0.0002,864,863,0.0001
ReflectionProbeAnchorPositionUpdate,0.0001,0,0.0057,993,852,947,5,7,0.034800001361873,0.000116388,0,0.0001,897,3,3,3,299,852,0,0.0055,852,947,0.0002
