Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
mscorlib.dll!System.Threading::Monitor.Exit(),0.0005,0.0005,0.0005,1314,1314,1314,5,5,0.000500000023748726,0.0005,0.0005,0.0005,2,2,2,2,1,1314,0.0002,0.0003,1314,1314,0.0005
Physics.Interpolation,0.0005,0.0005,0.0005,1314,1314,1314,3,3,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
PostLateUpdate.ParticleSystemEndUpdateAll,0.0005,0.0005,0.0005,1314,1314,1314,2,2,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
Profiler.CollectGIStats,0.0005,0.0005,0.0005,1314,1314,1314,3,3,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
suspendPointHook.Invoke,0.0005,0.0005,0.0005,1314,1314,1314,6,6,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
UIEvents.UpdateCanvasRectTransform,0.0005,0.0005,0.0005,1314,1314,1314,3,3,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
UnityEngine.AIModule.dll!UnityEngine.AI::NavMesh.Internal_CallOnNavMeshPreUpdate(),0.0005,0.0005,0.0005,1314,1314,1314,3,3,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_targetTexture(),0.0005,0.0005,0.0005,1314,1314,1314,5,5,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
Update Lights,0.0005,0.0005,0.0005,1314,1314,1314,3,3,0.000500000023748726,0.0005,0.0005,0.0005,2,2,2,2,1,1314,0.0001,0.0004,1314,1314,0.0005
Update.ScriptRunDelayedDynamicFrameRate,0.0005,0.0005,0.0005,1314,1314,1314,2,2,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
CombineJobResults,0.0004,0.0004,0.0004,1314,1314,1314,5,7,0.000400000018998981,0.0004,0.0004,0.0004,2,2,2,2,1,1314,0.0002,0.0002,1314,1314,0.0004
ConstraintManager::Update,0.0004,0.0004,0.0004,1314,1314,1314,3,3,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
EarlyUpdate.ClearIntermediateRenderers,0.0004,0.0004,0.0004,1314,1314,1314,2,2,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
EarlyUpdate.UpdateAsyncReadbackManager,0.0004,0.0004,0.0004,1314,1314,1314,2,2,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
EarlyUpdate.UpdateStreamingManager,0.0004,0.0004,0.0004,1314,1314,1314,2,2,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
mscorlib.dll!System.Threading::Thread.get_CurrentThread(),0.0004,0.0004,0.0004,1314,1314,1314,5,5,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
Physics.UpdateCloth,0.0004,0.0004,0.0004,1314,1314,1314,3,3,0.000400000018998981,0.0004,0.0004,0.0004,2,2,2,2,1,1314,0.0001,0.0003,1314,1314,0.0004
Profiler.CollectUICanvasStats,0.0004,0.0004,0.0004,1314,1314,1314,3,3,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
SortingGroupManager.Update,0.0004,0.0004,0.0004,1314,1314,1314,3,3,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_active(),0.0004,0.0004,0.0004,1314,1314,1314,5,5,0.000400000018998981,0.0004,0.0004,0.0004,2,2,2,2,1,1314,0.0001,0.0003,1314,1314,0.0004
UnityEngine.CoreModule.dll!UnityEngine::Vector3.get_zero(),0.0004,0.0004,0.0004,1314,1314,1314,5,5,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_mousePosition_Injected(),0.0004,0.0004,0.0004,1314,1314,1314,6,6,0.000400000018998981,0.0004,0.0004,0.0004,1,1,1,1,1,1314,0.0004,0.0004,1314,1314,0.0004
ComputeNeedsPerObjectLights,0.0003,0.0003,0.0003,1314,1314,1314,5,5,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
EarlyUpdate.RendererNotifyInvisible,0.0003,0.0003,0.0003,1314,1314,1314,2,2,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
EarlyUpdate.SpriteAtlasManagerUpdate,0.0003,0.0003,0.0003,1314,1314,1314,2,2,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
mscorlib.dll!System.Collections.Generic::List`1.Clear(),0.0003,0.0003,0.0003,1314,1314,1314,4,5,0.000300000014249235,0.0003,0.0003,0.0003,2,2,2,2,1,1314,0.0001,0.0002,1314,1314,0.0003
mscorlib.dll!System.Collections.Generic::List`1.get_Count(),0.0003,0.0003,0.0003,1314,1314,1314,5,7,0.000300000014249235,0.0003,0.0003,0.0003,3,3,3,3,1,1314,0.0001,0.0001,1314,1314,0.0003
Particles.Sync,0.0003,0.0003,0.0003,1314,1314,1314,3,3,0.000300000014249235,0.0003,0.0003,0.0003,2,2,2,2,1,1314,0.0001,0.0002,1314,1314,0.0003
PreLateUpdate.AIUpdatePostScript,0.0003,0.0003,0.0003,1314,1314,1314,2,2,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
RenderTexture.SetActive,0.0003,0.0003,0.0003,1314,1314,1314,3,7,0.000300000014249235,0.0003,0.0003,0.0003,9,9,9,9,1,1314,0,0.0001,1314,1314,0.0003
SoundManager.UpdateChannels,0.0003,0.0003,0.0003,1314,1314,1314,4,4,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_targetDisplay(),0.0003,0.0003,0.0003,1314,1314,1314,5,5,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
UnityEngine.CoreModule.dll!UnityEngine::Display.RelativeMouseAtImpl(),0.0003,0.0003,0.0003,1314,1314,1314,6,6,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate(),0.0003,0.0003,0.0003,1314,1314,1314,3,3,0.000300000014249235,0.0003,0.0003,0.0003,2,2,2,2,1,1314,0.0001,0.0002,1314,1314,0.0003
UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases(),0.0003,0.0003,0.0003,1314,1314,1314,5,5,0.000300000014249235,0.0003,0.0003,0.0003,1,1,1,1,1,1314,0.0003,0.0003,1314,1314,0.0003
addCustomLights.Invoke,0.0002,0.0002,0.0002,1314,1314,1314,7,7,0.00020000000949949,0.0002,0.0002,0.0002,2,2,2,2,1,1314,0.0001,0.0001,1314,1314,0.0002
AddDirectionalLights,0.0002,0.0002,0.0002,1314,1314,1314,6,6,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
EarlyUpdate.GpuTimestamp,0.0002,0.0002,0.0002,1314,1314,1314,2,2,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
EarlyUpdate.PerformanceAnalyticsUpdate,0.0002,0.0002,0.0002,1314,1314,1314,2,2,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.0002,0.0002,0.0002,1314,1314,1314,2,2,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
EarlyUpdate.PollPlayerConnection,0.0002,0.0002,0.0002,1314,1314,1314,2,2,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
FindDirectionalShadowCastingLights,0.0002,0.0002,0.0002,1314,1314,1314,6,6,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
mscorlib.dll!System::IntPtr.op_Explicit(),0.0002,0.0002,0.0002,1314,1314,1314,5,5,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
mscorlib.dll!System::IntPtr.ToPointer(),0.0002,0.0002,0.0002,1314,1314,1314,4,4,0.00020000000949949,0.0002,0.0002,0.0002,2,2,2,2,1,1314,0.0001,0.0001,1314,1314,0.0002
NavMeshManager,0.0002,0.0002,0.0002,1314,1314,1314,3,3,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
Preload Single Step,0.0002,0.0002,0.0002,1314,1314,1314,6,6,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
Profiler.CollectTextureUsageStats,0.0002,0.0002,0.0002,1314,1314,1314,4,4,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
Send messages,0.0002,0.0002,0.0002,1314,1314,1314,4,4,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
TextureStreamingManager.Update,0.0002,0.0002,0.0002,1314,1314,1314,3,3,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.get_renderFrameInterval(),0.0002,0.0002,0.0002,1314,1314,1314,3,3,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPreCull(),0.0002,0.0002,0.0002,1314,1314,1314,4,4,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPreRender(),0.0002,0.0002,0.0002,1314,1314,1314,3,3,0.00020000000949949,0.0002,0.0002,0.0002,1,1,1,1,1,1314,0.0002,0.0002,1314,1314,0.0002
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate(),0.0002,0.0002,0.0002,1314,1314,1314,3,3,0.00020000000949949,0.0002,0.0002,0.0002,2,2,2,2,1,1314,0.0001,0.0001,1314,1314,0.0002
CullingGroupSendEvents,0.0001,0.0001,0.0001,1314,1314,1314,4,4,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
EarlyUpdate.UpdateCanvasRectTransform,0.0001,0.0001,0.0001,1314,1314,1314,2,2,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
EarlyUpdate.UpdateMainGameViewRect,0.0001,0.0001,0.0001,1314,1314,1314,2,2,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
FindShadowCastingLights,0.0001,0.0001,0.0001,1314,1314,1314,7,7,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!::Enumerator.Dispose(),0.0001,0.0001,0.0001,1314,1314,1314,3,3,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!::Enumerator.MoveNextRare(),0.0001,0.0001,0.0001,1314,1314,1314,4,4,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!::Reader..ctor(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!::Reader.get_IsNull(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!System.Threading::ExecutionContext.get_SynchronizationContext(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
mscorlib.dll!System::IntPtr.op_Inequality(),0.0001,0.0001,0.0001,1314,1314,1314,8,8,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
ParticleSystem.EndUpdateAll,0.0001,0.0001,0.0001,1314,1314,1314,3,3,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
ParticleSystem.WaitForPreviousRenderingToFinish,0.0001,0.0001,0.0001,1314,1314,1314,4,4,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
PostLateUpdate.ResetInputAxis,0.0001,0.0001,0.0001,1314,1314,1314,2,2,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
PostLateUpdate.UpdateCaptureScreenshot,0.0001,0.0001,0.0001,1314,1314,1314,2,2,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
ReflectionProbeAnchorPositionUpdate,0.0001,0.0001,0.0001,1314,1314,1314,5,7,0.000100000004749745,0.0001,0.0001,0.0001,3,3,3,3,1,1314,0,0.0001,1314,1314,0.0001
ScheduleCullingGroups,0.0001,0.0001,0.0001,1314,1314,1314,4,4,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
TransformChangedDispatch,0.0001,0.0001,0.0001,1314,1314,1314,3,5,0.000100000004749745,0.0001,0.0001,0.0001,2,2,2,2,1,1314,0,0.0001,1314,1314,0.0001
UIEvents.AlignCanvasRectTransformWithCamera,0.0001,0.0001,0.0001,1314,1314,1314,3,3,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_enlighten(),0.0001,0.0001,0.0001,1314,1314,1314,5,5,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_lightmapBakeTypes(),0.0001,0.0001,0.0001,1314,1314,1314,5,5,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Object.GetCachedPtr(),0.0001,0.0001,0.0001,1314,1314,1314,8,8,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_xMax(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_xMin(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Vector3.op_Equality(),0.0001,0.0001,0.0001,1314,1314,1314,6,6,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
UnityEngine.IMGUIModule.dll!UnityEngine::GUISkin.get_font(),0.0001,0.0001,0.0001,1314,1314,1314,5,5,0.000100000004749745,0.0001,0.0001,0.0001,1,1,1,1,1,1314,0.0001,0.0001,1314,1314,0.0001
ConstraintManager::Update::JobSetup,0,0,0,1314,1314,0,4,4,0,0,0,0,1,1,1,1,1,1314,0,0,1314,0,0
PreUpdate.CheckTexFieldInput,0,0,0,1314,1314,0,2,2,0,0,0,0,1,1,1,1,1,1314,0,0,1314,0,0
